Series Name,Series Code,Country Name,Country Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
Coal rents (% of GDP),NY.GDP.COAL.RT.ZS,Armenia,ARM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.46665818859353E-06,2.43835282054823E-06,1.63312356514246E-06,1.48770502333102E-06,2.759777831075E-06,..
Coal rents (% of GDP),NY.GDP.COAL.RT.ZS,Aruba,ABW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Coal rents (% of GDP),NY.GDP.COAL.RT.ZS,Australia,AUS,..,..,..,..,..,..,..,..,..,..,0.135861104644286,0.1057036939559,0.107817931036259,0.103849655163199,0.29403319600046,1.10757538668422,1.2298431675518,1.29400217126807,1.00881389900051,0.858020342849833,0.840994537059568,1.38263480300504,1.43840584348905,1.19460091036769,0.892541982031882,0.996734887793282,0.604786413751141,0.199458277424828,0.226122705286209,0.315628214490081,0.371730522630293,0.353411435057268,0.258757261664356,0.139803081661993,0.0548026318167938,0.171957307124255,0.111276066385766,0.103289754405005,0.175055580055072,0.10742712955668,0.184104025753703,0.63498237850381,0.402755328418002,0.230063115657696,0.933946347350269,1.00528465592215,1.07281199355498,0.861705552072965,2.95865213970117,1.49919129745478,2.01394646953452,2.3534770034687,1.19179744642538,0.812671152247083,0.752873824759254,0.467415278392218,0.595294475037987,0.778130785108022,0.79660582885988,0.691993900604111,0.544915652209042,0.786459619916648,..
Coal rents (% of GDP),NY.GDP.COAL.RT.ZS,Austria,AUT,..,..,..,..,..,..,..,..,..,..,0,0.00245134912462368,0.00237528934145309,0.00221020129899631,0.00453750015299986,0.0327027509529406,0.0314880517534944,0.0258553906397475,0.0148123140176083,0.00952480725769667,0.0189885371019289,0.0490770095594218,0.0565606922699493,0.0223364483968497,0.0125056420048415,0.0187483810013569,0.00379891536429127,0.000798353731172658,0.000873345753564737,0.00107829972070801,0.00358143714503986,0.00274034910773822,0.00121855906834936,0.000130239635275604,0.000129468152051776,0.000511301969276774,0.000233081867276575,0.000114286698089811,0.000216698086158728,4.31017610698708E-05,0.000464061351706893,0.0015114146178692,0.000549068760579831,0.000387887474053995,0.000657103641540715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Coal rents (% of GDP),NY.GDP.COAL.RT.ZS,Azerbaijan,AZE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Coal rents (% of GDP),NY.GDP.COAL.RT.ZS,"Bahamas, The",BHS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Coal rents (% of GDP),NY.GDP.COAL.RT.ZS,Bahrain,BHR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Coal rents (% of GDP),NY.GDP.COAL.RT.ZS,Bangladesh,BGD,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00691360941835017,0.0124673577202567,0.0199079952644518,0.0636567644064419,0.0333654229570058,0.0375672237551005,0.0395969861926023,0.0341521338114773,0.0260913874063632,0.0214685808700036,0.0105820886256824,0.0132346228332281,0.0181189029918176,0.0155150936968582,0.00907068775272057,0.00725364048807305,0.0132526717304666,..
Coal rents (% of GDP),NY.GDP.COAL.RT.ZS,Barbados,BRB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Coal rents (% of GDP),NY.GDP.COAL.RT.ZS,Belarus,BLR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Coal rents (% of GDP),NY.GDP.COAL.RT.ZS,Belgium,BEL,..,..,..,..,..,..,..,..,..,..,0.103914070238202,0.109287889565036,0.0810819029751491,0.0598173005823316,0.0949765360110765,0.199802509915643,0.215707270693015,0.18084217510018,0.128705751372925,0.101108937936163,0.100434966241103,0.166290387985566,0.215949360169918,0.158606160194101,0.130387348392295,0.118018411734512,0.0558627595896272,0.0205057825046749,0.00372536653626451,0.000267624168013302,0.00232404069195222,0.0012470566009104,0.000211152948087146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Coal rents (% of GDP),NY.GDP.COAL.RT.ZS,Belize,BLZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Coal rents (% of GDP),NY.GDP.COAL.RT.ZS,Benin,BEN,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Coal rents (% of GDP),NY.GDP.COAL.RT.ZS,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Coal rents (% of GDP),NY.GDP.COAL.RT.ZS,Bhutan,BTN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.000633268958528461,0.00162153338347637,0.00184646059784211,0.00198158097617908,0.00304615686240623,0.00424788743184192,0.00425736521892819,0.00501961551485944,0.00651415038732661,0.00823708005406089,0.00839937144057017,0.00979470148662169,0.242359976282932,0.143846996595482,0.190908080409126,0.288693595467656,0.231359500990389,0.143033955611796,0.104991590319764,0.0735626936548814,0.0933287461203952,0.227224671131255,0.147715230880035,0.108200870366884,0.112179865529557,0.224305476447453,0.254239630000497,0.28236515513651,0.669018206498215,0.125747038230811,0.269641600488603,0.299775409988227,0.21832837678294,0,0,0,0,0,0,0,0,0,..
Coal rents (% of GDP),NY.GDP.COAL.RT.ZS,Bolivia,BOL,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Coal rents (% of GDP),NY.GDP.COAL.RT.ZS,Bosnia and Herzegovina,BIH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.0174651080042245,0.0679731123399078,0.0383334772307156,0.039185224023228,0.085860424257097,0.0147906862857682,0.138280003033367,0.448961430454632,0.141291322347015,0.129088331018867,1.02502375676112,0.613757035471359,0.617839638487773,0.816076787678695,2.37666975759293,0.77289496372878,1.41865020328922,1.85949087082502,0.832298329684597,0.389629817927477,0.258107281929994,0.196643861612622,0.235805940272804,0.302151206386166,0.322899368848151,0.219668427336333,0.184004951800987,0.301983937935592,..
Coal rents (% of GDP),NY.GDP.COAL.RT.ZS,Botswana,BWA,..,..,..,..,..,..,..,..,..,..,..,0,0.0186618352166527,0.0388515230798067,0.0887536217577939,0.319311676387826,0.973133937939042,1.09994496800007,0.852349823897253,0.718164477160786,0.820163759120309,1.23600488060464,1.47703894704089,0.753961973463714,0.566675641782598,0.786990979960984,0.54613167949472,0.278122212469247,0.328480809768848,0.364175612291258,0.376737732667406,0.347958133021311,0.339113517040975,0.240960842415644,0.250343875040253,0.323435502252839,0.23380694105271,0.184308507701451,0.166770310280778,0.101000971358316,0.139274596524146,0.252153733387292,0.170687645060931,0.12183171274878,0.346717157221236,0.26837351869852,0.28588666950323,0.32800425160969,0.764905638314842,0.220914121745021,0.430760831584099,0.368466644271236,0.508801284243223,0.40661685146208,0.312542070209993,0.307384412369603,0.279219006721672,0.41284939046878,0.514157744276992,0.326579622734528,0.276198000728634,0.500235146664399,..
Coal rents (% of GDP),NY.GDP.COAL.RT.ZS,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,..,0.00739199932807612,0.00594533451315925,0.00470888591618114,0.0133093005032934,0.0257281324817585,0.0297089056901109,0.0306955655923164,0.0276920747165437,0.0256372479959672,0.0308320522999571,0.0462258655327928,0.0525098297149989,0.048249916805463,0.0406331226964831,0.0475278896636713,0.0226060664066618,0.0055411028255795,0.00952552159519936,0.0107631357552744,0.0066468832212895,0.00688058974832261,0.00404558320696948,0.000197775450771014,0.000579476761429701,0.00197159421441086,0.00126766169847383,0.000875381832751195,2.05795269019027E-05,1.38945690023312E-05,6.98902048105947E-06,0.00327075169283963,0.000383483940309902,0.000645916030098932,0.0122345324556236,0.00780132134832764,0.00675465218294961,0.00855782820001906,0.0225501741442782,0.00722942828769676,0.0091357537078027,0.0104996113695429,0.009147101698668,0.00935997407166011,0.00677966895333873,0.00659466507714716,0.00639411981654579,0.00543239879503841,0.00693386352998793,0.00577379416810497,0.00613690816198321,0.0143152350634996,..
Coal rents (% of GDP),NY.GDP.COAL.RT.ZS,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Coal rents (% of GDP),NY.GDP.COAL.RT.ZS,Brunei Darussalam,BRN,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Coal rents (% of GDP),NY.GDP.COAL.RT.ZS,Bulgaria,BGR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.478499990963023,0.974165372984558,1.18188731794378,0.588508462498243,0.313229449748101,0.427395617644185,0.123137543630079,0.0294596711311685,0.0523169345500681,0.0697530956652046,0.23038490908711,0.374247644325709,0.266539948764714,0.0272036549607669,0.0385525863719554,0.101534051499835,0.0930147997207232,0.0404969355292273,0.0590828158269289,0.0110017165265266,0.101417887783121,0.334376008911218,0.0960634979265377,0.0827719717576597,0.624654478990527,0.326958692145695,0.309202090108577,0.435744738295089,1.10494843954048,0.321963838214618,0.676778240205424,0.91873863918182,0.372702923222966,0.159088406568224,0.139417174798032,0.115667271860324,0.106692897175964,0.144852465138495,0.135710834308309,0.0885343509010314,0.0586012880990349,0.126365577523338,..
Coal rents (% of GDP),NY.GDP.COAL.RT.ZS,Burkina Faso,BFA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Coal rents (% of GDP),NY.GDP.COAL.RT.ZS,Burundi,BDI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Coal rents (% of GDP),NY.GDP.COAL.RT.ZS,Cabo Verde,CPV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,60.3345094673672,59.5161232558082,69.8038632577659,58.8340571455211,55.7330916346419,45.1411282201477,26.8093770604547,28.2075920745909,29.3073905590353,28.8241325799333,27.9261973255657,21.8556292367127,13.9165354661169,17.0506562731343,23.7774303144037,18.6660117494038,13.6465215764818,25.0815325396624,31.6104334488128,30.4031239366484,21.5472166448193,48.7224896766497,21.2095054194917,32.8175245458718,39.6578022158308,24.4650892301952,15.9841772281575,11.3666676890308,8.69712510622088,9.38675264949474,11.6082269487291,13.9398394603711,12.7633265623315,11.0704275823815,17.1799974804718,..
Coal rents (% of GDP),NY.GDP.COAL.RT.ZS,Cambodia,KHM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00178386081039408,0.00292704173573828,0.00230289385566912,0.00240951192609204,0.00480544500071724,..
Coal rents (% of GDP),NY.GDP.COAL.RT.ZS,Cameroon,CMR,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Coal rents (% of GDP),NY.GDP.COAL.RT.ZS,Canada,CAN,..,..,..,..,..,..,..,..,..,..,0.0433348274114575,0.0566591579819479,0.0590341706995272,0.0650808504544417,0.107996315967817,0.276727362850915,0.258039127916198,0.27850186292136,0.287550478769541,0.262087037870324,0.277263544413415,0.376629952319113,0.419235112485125,0.287063903271562,0.300918623851284,0.310806449938126,0.219081026212053,0.124808297233776,0.140037714678585,0.176471232681141,0.179973367798056,0.180997900139032,0.138835445422196,0.114565804059871,0.0951296547985666,0.164621094674048,0.171225903313589,0.154495984691372,0.116915908557634,0.0686138022560112,0.0678379849881592,0.111915500607763,0.0859207575484165,0.0703204719569824,0.141081981512294,0.152155931468389,0.153706697524731,0.109096873104644,0.374150835026828,0.198211464291355,0.246577674456861,0.312902433338827,0.165451060942996,0.111210926632906,0.0762774146791335,0.0677434311762043,0.0762147109420282,0.0890428258212832,0.0853870422151225,0.053736494242235,0.0442539359555517,0.0730211132400775,..
Coal rents (% of GDP),NY.GDP.COAL.RT.ZS,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Coal rents (% of GDP),NY.GDP.COAL.RT.ZS,Central African Republic,CAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Coal rents (% of GDP),NY.GDP.COAL.RT.ZS,Chad,TCD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Coal rents (% of GDP),NY.GDP.COAL.RT.ZS,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Coal rents (% of GDP),NY.GDP.COAL.RT.ZS,Chile,CHL,..,..,..,..,..,..,..,..,..,..,..,1.75428797542783E-07,2.56488899074269E-06,0.000639002253560567,0.0262491200162529,0.223367483634975,0.142771724540081,0.111844922123817,0.0668422495479221,0.0388434146987495,0.063445362636141,0.0965916910144665,0.125998565942598,0.0764968910338638,0.0626453939991633,0.0954568103551375,0.0497742889633383,2.94416860399134E-05,0.0153343291888085,0.0355850958232769,0.0388798270131772,0.0319766808501447,0.0104163434648414,0,0,0.00404072218518581,0.000522033807735404,0,0,0,0,0.00137950035539109,0,1.86613613263971E-07,0.00436179509414074,0.00452910146140704,0.00396307707123133,0.00262239345949179,0.017518031560179,0.00413931434107068,0.00803498205936179,0.00946025062745968,0.00677063368138203,0.0209492686777565,0.0242195938381422,0.0152173546318032,0.0133752190489627,0.0156030837579444,0.015765082710182,0.00773911690521945,0.0024227961414755,0.0001519770108825,..
Coal rents (% of GDP),NY.GDP.COAL.RT.ZS,China,CHN,..,..,..,..,..,..,..,..,..,..,..,0.0745389208411057,0.0691535992826392,0.077074228180657,0.711009206486046,2.69280693403666,3.0311520485369,3.08113278502555,3.33590821868904,2.69650761840277,4.550303812533,7.95333965961777,8.72549855637581,4.38935293161726,2.98496212712962,3.04748440074638,1.58663620371161,0.196742361719575,0.914569028426778,1.47842452212878,1.7052386616778,1.34805201595044,0.699208657061324,0.142655939106701,0.0649779012544379,0.455735912219756,0.128660824709202,0.0847831389309089,0.14993960613722,0.0711870233211488,0.146386681969002,0.801896055646553,0.263542850237849,0.220007406138794,2.48180871668287,1.84458902608905,1.8434710833023,2.10209759333344,4.95292742699964,1.70995200685933,2.74101073299239,3.531173681463,1.77837319641686,1.08227721470867,0.795129720884853,0.404630230720423,0.413140466173888,0.53771676055273,0.582602393231466,0.448117054740137,0.359558405712834,0.607568894164746,..
Coal rents (% of GDP),NY.GDP.COAL.RT.ZS,Colombia,COL,..,..,..,..,..,..,..,..,..,..,..,0.0410172348042826,0.0368235493191544,0.0357097536021074,0.134444545082803,0.410758200603752,0.414101377848907,0.347249855431733,0.291940467657637,0.227242710571107,0.227831539620897,0.340147473242694,0.374381410162188,0.253478521180264,0.233149990629555,0.352719780445643,0.223224724725254,0.054428760529238,0.112481137209196,0.282186927995717,0.318211442256867,0.2736211426375,0.155844186701443,0.0342376032108984,0.0153010812605245,0.0932435181074178,0.0320248212890901,0.017596369894562,0.0181023390909199,0.00578561757482169,0.00594743270414655,0.0917148556563016,0.0189143133586352,0.012881055924233,1.06821593565836,0.596433944424005,0.667109273396652,1.00789274631713,2.52115179783189,0.693707471444523,1.27474708918259,1.77817848904041,1.03216023590783,0.731247317458531,0.592321749950267,0.570764338950047,0.708360151216034,0.859687671858285,0.870600652866166,0.666127039502179,0.389999760965154,0.725814104210245,..
Coal rents (% of GDP),NY.GDP.COAL.RT.ZS,Comoros,COM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Coal rents (% of GDP),NY.GDP.COAL.RT.ZS,"Congo, Dem. Rep.",COD,..,..,..,..,..,..,..,..,..,..,..,0.00730930995701116,0.00850417868117583,0.0083748881903898,0.010636333210213,0.0266903598110773,0.0195194840899775,0.0187303503284891,0.0119255853935333,0.0117680004887757,0.0240384523831925,0.0415887168711392,0.034794904631151,0.0245596664503119,0.029454852344647,0.0360951861014179,0.0243935475390816,0.0191071080738812,0.0211678148404289,0.0250913169805197,0.0259130599458666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Coal rents (% of GDP),NY.GDP.COAL.RT.ZS,"Congo, Rep.",COG,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Coal rents (% of GDP),NY.GDP.COAL.RT.ZS,Costa Rica,CRI,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Coal rents (% of GDP),NY.GDP.COAL.RT.ZS,Cote d'Ivoire,CIV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Coal rents (% of GDP),NY.GDP.COAL.RT.ZS,Croatia,HRV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.000803513456912515,0.000425045738244058,0.000161538656006063,0.000180420269232278,5.9354622043972E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Coal rents (% of GDP),NY.GDP.COAL.RT.ZS,Cuba,CUB,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..
Coal rents (% of GDP),NY.GDP.COAL.RT.ZS,Curacao,CUW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,..
Coal rents (% of GDP),NY.GDP.COAL.RT.ZS,Cyprus,CYP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Coal rents (% of GDP),NY.GDP.COAL.RT.ZS,Czechia,CZE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.37922206335397,1.65795436650295,1.06027906594633,0.490518780016397,0.275756177150651,0.340515672038566,0.281613252541427,0.254172701108037,0.231770769289246,0.105523995491534,0.205842193385371,0.456704658658971,0.224411134093946,0.169331400191245,0.654724081984303,0.540246052284705,0.528275970815551,0.456650977636518,1.3243839026066,0.523809142646871,0.768828148333853,0.873763828516135,0.4337699262957,0.178348044959311,0.146547348893172,0.12546374892164,0.126840441052511,0.143846138961089,0.133105028971712,0.0910332301509012,0.0544222892525117,0.0939363572598997,..
Coal rents (% of GDP),NY.GDP.COAL.RT.ZS,Denmark,DNK,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Coal rents (% of GDP),NY.GDP.COAL.RT.ZS,Djibouti,DJI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Coal rents (% of GDP),NY.GDP.COAL.RT.ZS,Dominica,DMA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Coal rents (% of GDP),NY.GDP.COAL.RT.ZS,Dominican Republic,DOM,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Coal rents (% of GDP),NY.GDP.COAL.RT.ZS,Ecuador,ECU,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Coal rents (% of GDP),NY.GDP.COAL.RT.ZS,"Egypt, Arab Rep.",EGY,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.01803216259927E-08,0.000265061368549735,0.000459170936936456,0.000269149941677168,0.000298346274150596,0.00129422341845415,0.000627948550282449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Coal rents (% of GDP),NY.GDP.COAL.RT.ZS,El Salvador,SLV,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Coal rents (% of GDP),NY.GDP.COAL.RT.ZS,Equatorial Guinea,GNQ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Coal rents (% of GDP),NY.GDP.COAL.RT.ZS,Eritrea,ERI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,..,..
Coal rents (% of GDP),NY.GDP.COAL.RT.ZS,Estonia,EST,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
