"COUNTRY","Country","SECTOR","Sector","PRICE","Price","BIOEMS","Coverage","INDICATOR","Indicator","YEAR","Year","Value","Flag Codes","Flags"
"PRT","Portugal","ALL","All sectors","120","Above EUR 120 per tonne of CO2","IN","Including emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2015","2015",24.5409774780273,,
"PRT","Portugal","ALL","All sectors","120","Above EUR 120 per tonne of CO2","IN","Including emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2018","2018",26.3282928466797,,
"PRT","Portugal","ROAD","Road","120","Above EUR 120 per tonne of CO2","IN","Including emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2012","2012",94.1755485534668,,
"PRT","Portugal","ROAD","Road","120","Above EUR 120 per tonne of CO2","IN","Including emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2015","2015",93.137993812561,,
"PRT","Portugal","ROAD","Road","120","Above EUR 120 per tonne of CO2","IN","Including emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2018","2018",94.5294408798218,,
"PRT","Portugal","OFFROAD","Off-road","120","Above EUR 120 per tonne of CO2","IN","Including emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2012","2012",0,,
"PRT","Portugal","OFFROAD","Off-road","120","Above EUR 120 per tonne of CO2","IN","Including emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2015","2015",0,,
"PRT","Portugal","OFFROAD","Off-road","120","Above EUR 120 per tonne of CO2","IN","Including emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2018","2018",0,,
"PRT","Portugal","INDUSTRY","Industry","120","Above EUR 120 per tonne of CO2","IN","Including emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2012","2012",0,,
"PRT","Portugal","INDUSTRY","Industry","120","Above EUR 120 per tonne of CO2","IN","Including emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2015","2015",0,,
"PRT","Portugal","INDUSTRY","Industry","120","Above EUR 120 per tonne of CO2","IN","Including emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2018","2018",0.0210494995117188,,
"PRT","Portugal","AGRIFISH","Agriculture & fisheries","120","Above EUR 120 per tonne of CO2","IN","Including emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2012","2012",0.510292053222656,,
"PRT","Portugal","AGRIFISH","Agriculture & fisheries","120","Above EUR 120 per tonne of CO2","IN","Including emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2015","2015",0.270370483398438,,
"PRT","Portugal","AGRIFISH","Agriculture & fisheries","120","Above EUR 120 per tonne of CO2","IN","Including emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2018","2018",0.0413436889648438,,
"PRT","Portugal","RESCOM","Residential & commercial","120","Above EUR 120 per tonne of CO2","IN","Including emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2012","2012",0.676124572753906,,
"PRT","Portugal","RESCOM","Residential & commercial","120","Above EUR 120 per tonne of CO2","IN","Including emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2015","2015",0,,
"PRT","Portugal","RESCOM","Residential & commercial","120","Above EUR 120 per tonne of CO2","IN","Including emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2018","2018",6.06870269775391,,
"PRT","Portugal","ELEC","Electricity","120","Above EUR 120 per tonne of CO2","IN","Including emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2012","2012",0,,
"PRT","Portugal","ELEC","Electricity","120","Above EUR 120 per tonne of CO2","IN","Including emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2015","2015",0,,
"PRT","Portugal","ELEC","Electricity","120","Above EUR 120 per tonne of CO2","IN","Including emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2018","2018",0,,
"SVK","Slovak Republic","ALL","All sectors","30B","EUR 30 per tonne of CO2","IN","Including emissions from the combustion of biomass","CPS","Carbon Pricing Score, in percent","2012","2012",45.9102745056152,,
"SVK","Slovak Republic","ALL","All sectors","30B","EUR 30 per tonne of CO2","IN","Including emissions from the combustion of biomass","CPS","Carbon Pricing Score, in percent","2015","2015",40.2405853271484,,
"SVK","Slovak Republic","ALL","All sectors","30B","EUR 30 per tonne of CO2","IN","Including emissions from the combustion of biomass","CPS","Carbon Pricing Score, in percent","2018","2018",46.5304374694824,,
"SVK","Slovak Republic","ROAD","Road","30B","EUR 30 per tonne of CO2","IN","Including emissions from the combustion of biomass","CPS","Carbon Pricing Score, in percent","2012","2012",95.635009765625,,
"SVK","Slovak Republic","ROAD","Road","30B","EUR 30 per tonne of CO2","IN","Including emissions from the combustion of biomass","CPS","Carbon Pricing Score, in percent","2015","2015",92.9813613891602,,
"SVK","Slovak Republic","ROAD","Road","30B","EUR 30 per tonne of CO2","IN","Including emissions from the combustion of biomass","CPS","Carbon Pricing Score, in percent","2018","2018",100,,
"SVK","Slovak Republic","OFFROAD","Off-road","30B","EUR 30 per tonne of CO2","IN","Including emissions from the combustion of biomass","CPS","Carbon Pricing Score, in percent","2012","2012",100,,
"SVK","Slovak Republic","OFFROAD","Off-road","30B","EUR 30 per tonne of CO2","IN","Including emissions from the combustion of biomass","CPS","Carbon Pricing Score, in percent","2015","2015",100,,
"SVK","Slovak Republic","OFFROAD","Off-road","30B","EUR 30 per tonne of CO2","IN","Including emissions from the combustion of biomass","CPS","Carbon Pricing Score, in percent","2018","2018",100,,
"SVK","Slovak Republic","INDUSTRY","Industry","30B","EUR 30 per tonne of CO2","IN","Including emissions from the combustion of biomass","CPS","Carbon Pricing Score, in percent","2012","2012",32.3180809020996,,
"SVK","Slovak Republic","INDUSTRY","Industry","30B","EUR 30 per tonne of CO2","IN","Including emissions from the combustion of biomass","CPS","Carbon Pricing Score, in percent","2015","2015",28.2200222015381,,
"SVK","Slovak Republic","INDUSTRY","Industry","30B","EUR 30 per tonne of CO2","IN","Including emissions from the combustion of biomass","CPS","Carbon Pricing Score, in percent","2018","2018",34.1615142822266,,
"SVK","Slovak Republic","AGRIFISH","Agriculture & fisheries","30B","EUR 30 per tonne of CO2","IN","Including emissions from the combustion of biomass","CPS","Carbon Pricing Score, in percent","2012","2012",81.7919998168945,,
"SVK","Slovak Republic","AGRIFISH","Agriculture & fisheries","30B","EUR 30 per tonne of CO2","IN","Including emissions from the combustion of biomass","CPS","Carbon Pricing Score, in percent","2015","2015",70.7351760864258,,
"SVK","Slovak Republic","AGRIFISH","Agriculture & fisheries","30B","EUR 30 per tonne of CO2","IN","Including emissions from the combustion of biomass","CPS","Carbon Pricing Score, in percent","2018","2018",72.6895065307617,,
"SVK","Slovak Republic","RESCOM","Residential & commercial","30B","EUR 30 per tonne of CO2","IN","Including emissions from the combustion of biomass","CPS","Carbon Pricing Score, in percent","2012","2012",43.7048606872559,,
"SVK","Slovak Republic","RESCOM","Residential & commercial","30B","EUR 30 per tonne of CO2","IN","Including emissions from the combustion of biomass","CPS","Carbon Pricing Score, in percent","2015","2015",42.0324325561523,,
"SVK","Slovak Republic","RESCOM","Residential & commercial","30B","EUR 30 per tonne of CO2","IN","Including emissions from the combustion of biomass","CPS","Carbon Pricing Score, in percent","2018","2018",18.230354309082,,
"SVK","Slovak Republic","ELEC","Electricity","30B","EUR 30 per tonne of CO2","IN","Including emissions from the combustion of biomass","CPS","Carbon Pricing Score, in percent","2012","2012",38.7425079345703,,
"SVK","Slovak Republic","ELEC","Electricity","30B","EUR 30 per tonne of CO2","IN","Including emissions from the combustion of biomass","CPS","Carbon Pricing Score, in percent","2015","2015",22.3205089569092,,
"SVK","Slovak Republic","ELEC","Electricity","30B","EUR 30 per tonne of CO2","IN","Including emissions from the combustion of biomass","CPS","Carbon Pricing Score, in percent","2018","2018",43.8044662475586,,
"SVK","Slovak Republic","ALL","All sectors","60B","EUR 60 per tonne of CO2","IN","Including emissions from the combustion of biomass","CPS","Carbon Pricing Score, in percent","2012","2012",36.4342803955078,,
"SVK","Slovak Republic","ALL","All sectors","60B","EUR 60 per tonne of CO2","IN","Including emissions from the combustion of biomass","CPS","Carbon Pricing Score, in percent","2015","2015",31.5119915008545,,
"SVK","Slovak Republic","ALL","All sectors","60B","EUR 60 per tonne of CO2","IN","Including emissions from the combustion of biomass","CPS","Carbon Pricing Score, in percent","2018","2018",36.0210876464844,,
"SVK","Slovak Republic","ROAD","Road","60B","EUR 60 per tonne of CO2","IN","Including emissions from the combustion of biomass","CPS","Carbon Pricing Score, in percent","2012","2012",95.635009765625,,
"SVK","Slovak Republic","ROAD","Road","60B","EUR 60 per tonne of CO2","IN","Including emissions from the combustion of biomass","CPS","Carbon Pricing Score, in percent","2015","2015",92.9813613891602,,
"SVK","Slovak Republic","ROAD","Road","60B","EUR 60 per tonne of CO2","IN","Including emissions from the combustion of biomass","CPS","Carbon Pricing Score, in percent","2018","2018",100,,
"SVK","Slovak Republic","OFFROAD","Off-road","60B","EUR 60 per tonne of CO2","IN","Including emissions from the combustion of biomass","CPS","Carbon Pricing Score, in percent","2012","2012",94.2804336547852,,
"SVK","Slovak Republic","OFFROAD","Off-road","60B","EUR 60 per tonne of CO2","IN","Including emissions from the combustion of biomass","CPS","Carbon Pricing Score, in percent","2015","2015",91.4365463256836,,
"SVK","Slovak Republic","OFFROAD","Off-road","60B","EUR 60 per tonne of CO2","IN","Including emissions from the combustion of biomass","CPS","Carbon Pricing Score, in percent","2018","2018",98.8989868164062,,
"SVK","Slovak Republic","INDUSTRY","Industry","60B","EUR 60 per tonne of CO2","IN","Including emissions from the combustion of biomass","CPS","Carbon Pricing Score, in percent","2012","2012",23.0859279632568,,
"SVK","Slovak Republic","INDUSTRY","Industry","60B","EUR 60 per tonne of CO2","IN","Including emissions from the combustion of biomass","CPS","Carbon Pricing Score, in percent","2015","2015",18.3261032104492,,
"SVK","Slovak Republic","INDUSTRY","Industry","60B","EUR 60 per tonne of CO2","IN","Including emissions from the combustion of biomass","CPS","Carbon Pricing Score, in percent","2018","2018",21.6214237213135,,
"SVK","Slovak Republic","AGRIFISH","Agriculture & fisheries","60B","EUR 60 per tonne of CO2","IN","Including emissions from the combustion of biomass","CPS","Carbon Pricing Score, in percent","2012","2012",77.5361785888672,,
"SVK","Slovak Republic","AGRIFISH","Agriculture & fisheries","60B","EUR 60 per tonne of CO2","IN","Including emissions from the combustion of biomass","CPS","Carbon Pricing Score, in percent","2015","2015",67.8137435913086,,
"SVK","Slovak Republic","AGRIFISH","Agriculture & fisheries","60B","EUR 60 per tonne of CO2","IN","Including emissions from the combustion of biomass","CPS","Carbon Pricing Score, in percent","2018","2018",69.5533676147461,,
"SVK","Slovak Republic","RESCOM","Residential & commercial","60B","EUR 60 per tonne of CO2","IN","Including emissions from the combustion of biomass","CPS","Carbon Pricing Score, in percent","2012","2012",31.2559852600098,,
"SVK","Slovak Republic","RESCOM","Residential & commercial","60B","EUR 60 per tonne of CO2","IN","Including emissions from the combustion of biomass","CPS","Carbon Pricing Score, in percent","2015","2015",29.4369812011719,,
"SVK","Slovak Republic","RESCOM","Residential & commercial","60B","EUR 60 per tonne of CO2","IN","Including emissions from the combustion of biomass","CPS","Carbon Pricing Score, in percent","2018","2018",9.18376445770264,,
"SVK","Slovak Republic","ELEC","Electricity","60B","EUR 60 per tonne of CO2","IN","Including emissions from the combustion of biomass","CPS","Carbon Pricing Score, in percent","2012","2012",19.3712539672852,,
"SVK","Slovak Republic","ELEC","Electricity","60B","EUR 60 per tonne of CO2","IN","Including emissions from the combustion of biomass","CPS","Carbon Pricing Score, in percent","2015","2015",11.1602544784546,,
"SVK","Slovak Republic","ELEC","Electricity","60B","EUR 60 per tonne of CO2","IN","Including emissions from the combustion of biomass","CPS","Carbon Pricing Score, in percent","2018","2018",21.9022331237793,,
"SVK","Slovak Republic","ALL","All sectors","120B","EUR 120 per tonne of CO2","IN","Including emissions from the combustion of biomass","CPS","Carbon Pricing Score, in percent","2012","2012",26.1005096435547,,
"SVK","Slovak Republic","ALL","All sectors","120B","EUR 120 per tonne of CO2","IN","Including emissions from the combustion of biomass","CPS","Carbon Pricing Score, in percent","2015","2015",23.3954601287842,,
"SVK","Slovak Republic","ALL","All sectors","120B","EUR 120 per tonne of CO2","IN","Including emissions from the combustion of biomass","CPS","Carbon Pricing Score, in percent","2018","2018",27.7534656524658,,
"SVK","Slovak Republic","ROAD","Road","120B","EUR 120 per tonne of CO2","IN","Including emissions from the combustion of biomass","CPS","Carbon Pricing Score, in percent","2012","2012",95.635009765625,,
"SVK","Slovak Republic","ROAD","Road","120B","EUR 120 per tonne of CO2","IN","Including emissions from the combustion of biomass","CPS","Carbon Pricing Score, in percent","2015","2015",92.9813613891602,,
"SVK","Slovak Republic","ROAD","Road","120B","EUR 120 per tonne of CO2","IN","Including emissions from the combustion of biomass","CPS","Carbon Pricing Score, in percent","2018","2018",100,,
"SVK","Slovak Republic","OFFROAD","Off-road","120B","EUR 120 per tonne of CO2","IN","Including emissions from the combustion of biomass","CPS","Carbon Pricing Score, in percent","2012","2012",48.8714866638184,,
"SVK","Slovak Republic","OFFROAD","Off-road","120B","EUR 120 per tonne of CO2","IN","Including emissions from the combustion of biomass","CPS","Carbon Pricing Score, in percent","2015","2015",48.1749725341797,,
"SVK","Slovak Republic","OFFROAD","Off-road","120B","EUR 120 per tonne of CO2","IN","Including emissions from the combustion of biomass","CPS","Carbon Pricing Score, in percent","2018","2018",54.0994415283203,,
"SVK","Slovak Republic","INDUSTRY","Industry","120B","EUR 120 per tonne of CO2","IN","Including emissions from the combustion of biomass","CPS","Carbon Pricing Score, in percent","2012","2012",11.7604913711548,,
"SVK","Slovak Republic","INDUSTRY","Industry","120B","EUR 120 per tonne of CO2","IN","Including emissions from the combustion of biomass","CPS","Carbon Pricing Score, in percent","2015","2015",9.26941680908203,,
"SVK","Slovak Republic","INDUSTRY","Industry","120B","EUR 120 per tonne of CO2","IN","Including emissions from the combustion of biomass","CPS","Carbon Pricing Score, in percent","2018","2018",11.0409917831421,,
"SVK","Slovak Republic","AGRIFISH","Agriculture & fisheries","120B","EUR 120 per tonne of CO2","IN","Including emissions from the combustion of biomass","CPS","Carbon Pricing Score, in percent","2012","2012",68.4862289428711,,
"SVK","Slovak Republic","AGRIFISH","Agriculture & fisheries","120B","EUR 120 per tonne of CO2","IN","Including emissions from the combustion of biomass","CPS","Carbon Pricing Score, in percent","2015","2015",61.7529144287109,,
"SVK","Slovak Republic","AGRIFISH","Agriculture & fisheries","120B","EUR 120 per tonne of CO2","IN","Including emissions from the combustion of biomass","CPS","Carbon Pricing Score, in percent","2018","2018",63.8063316345215,,
"SVK","Slovak Republic","RESCOM","Residential & commercial","120B","EUR 120 per tonne of CO2","IN","Including emissions from the combustion of biomass","CPS","Carbon Pricing Score, in percent","2012","2012",15.6279926300049,,
"SVK","Slovak Republic","RESCOM","Residential & commercial","120B","EUR 120 per tonne of CO2","IN","Including emissions from the combustion of biomass","CPS","Carbon Pricing Score, in percent","2015","2015",14.9294376373291,,
"SVK","Slovak Republic","RESCOM","Residential & commercial","120B","EUR 120 per tonne of CO2","IN","Including emissions from the combustion of biomass","CPS","Carbon Pricing Score, in percent","2018","2018",4.66046333312988,,
"SVK","Slovak Republic","ELEC","Electricity","120B","EUR 120 per tonne of CO2","IN","Including emissions from the combustion of biomass","CPS","Carbon Pricing Score, in percent","2012","2012",9.68562984466553,,
"SVK","Slovak Republic","ELEC","Electricity","120B","EUR 120 per tonne of CO2","IN","Including emissions from the combustion of biomass","CPS","Carbon Pricing Score, in percent","2015","2015",5.5801272392273,,
"SVK","Slovak Republic","ELEC","Electricity","120B","EUR 120 per tonne of CO2","IN","Including emissions from the combustion of biomass","CPS","Carbon Pricing Score, in percent","2018","2018",10.9511194229126,,
"SVK","Slovak Republic","ALL","All sectors","0","Above EUR 0 per tonne of CO2","IN","Including emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2012","2012",75.1730918884277,,
"SVK","Slovak Republic","ALL","All sectors","0","Above EUR 0 per tonne of CO2","IN","Including emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2015","2015",72.5070114135742,,
"SVK","Slovak Republic","ALL","All sectors","0","Above EUR 0 per tonne of CO2","IN","Including emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2018","2018",71.953052520752,,
"SVK","Slovak Republic","ROAD","Road","0","Above EUR 0 per tonne of CO2","IN","Including emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2012","2012",95.6350083351135,,
"SVK","Slovak Republic","ROAD","Road","0","Above EUR 0 per tonne of CO2","IN","Including emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2015","2015",92.9813652038574,,
"SVK","Slovak Republic","ROAD","Road","0","Above EUR 0 per tonne of CO2","IN","Including emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2018","2018",100,,
"SVK","Slovak Republic","OFFROAD","Off-road","0","Above EUR 0 per tonne of CO2","IN","Including emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2012","2012",100,,
"SVK","Slovak Republic","OFFROAD","Off-road","0","Above EUR 0 per tonne of CO2","IN","Including emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2015","2015",100,,
"SVK","Slovak Republic","OFFROAD","Off-road","0","Above EUR 0 per tonne of CO2","IN","Including emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2018","2018",100,,
"SVK","Slovak Republic","INDUSTRY","Industry","0","Above EUR 0 per tonne of CO2","IN","Including emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2012","2012",61.7727470397949,,
"SVK","Slovak Republic","INDUSTRY","Industry","0","Above EUR 0 per tonne of CO2","IN","Including emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2015","2015",60.4217491149902,,
"SVK","Slovak Republic","INDUSTRY","Industry","0","Above EUR 0 per tonne of CO2","IN","Including emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2018","2018",57.5596694946289,,
"SVK","Slovak Republic","AGRIFISH","Agriculture & fisheries","0","Above EUR 0 per tonne of CO2","IN","Including emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2012","2012",82.2227878570556,,
"SVK","Slovak Republic","AGRIFISH","Agriculture & fisheries","0","Above EUR 0 per tonne of CO2","IN","Including emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2015","2015",70.9453086853027,,
"SVK","Slovak Republic","AGRIFISH","Agriculture & fisheries","0","Above EUR 0 per tonne of CO2","IN","Including emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2018","2018",73.0347118377686,,
"SVK","Slovak Republic","RESCOM","Residential & commercial","0","Above EUR 0 per tonne of CO2","IN","Including emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2012","2012",89.7070417404175,,
"SVK","Slovak Republic","RESCOM","Residential & commercial","0","Above EUR 0 per tonne of CO2","IN","Including emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2015","2015",92.5066328048706,,
"SVK","Slovak Republic","RESCOM","Residential & commercial","0","Above EUR 0 per tonne of CO2","IN","Including emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2018","2018",89.638973236084,,
"SVK","Slovak Republic","ELEC","Electricity","0","Above EUR 0 per tonne of CO2","IN","Including emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2012","2012",90.4236278533936,,
"SVK","Slovak Republic","ELEC","Electricity","0","Above EUR 0 per tonne of CO2","IN","Including emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2015","2015",85.2275276184082,,
"SVK","Slovak Republic","ELEC","Electricity","0","Above EUR 0 per tonne of CO2","IN","Including emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2018","2018",83.0662326812744,,
"SVK","Slovak Republic","ALL","All sectors","5","Above EUR 5 per tonne of CO2","IN","Including emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2012","2012",69.6837520599365,,
"SVK","Slovak Republic","ALL","All sectors","5","Above EUR 5 per tonne of CO2","IN","Including emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2015","2015",67.5689888000488,,
"SVK","Slovak Republic","ALL","All sectors","5","Above EUR 5 per tonne of CO2","IN","Including emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2018","2018",69.5176963806152,,
"SVK","Slovak Republic","ROAD","Road","5","Above EUR 5 per tonne of CO2","IN","Including emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2012","2012",95.6350083351135,,
"SVK","Slovak Republic","ROAD","Road","5","Above EUR 5 per tonne of CO2","IN","Including emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2015","2015",92.9813652038574,,
"SVK","Slovak Republic","ROAD","Road","5","Above EUR 5 per tonne of CO2","IN","Including emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2018","2018",100,,
"SVK","Slovak Republic","OFFROAD","Off-road","5","Above EUR 5 per tonne of CO2","IN","Including emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2012","2012",100,,
"SVK","Slovak Republic","OFFROAD","Off-road","5","Above EUR 5 per tonne of CO2","IN","Including emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2015","2015",100,,
"SVK","Slovak Republic","OFFROAD","Off-road","5","Above EUR 5 per tonne of CO2","IN","Including emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2018","2018",100,,
"SVK","Slovak Republic","INDUSTRY","Industry","5","Above EUR 5 per tonne of CO2","IN","Including emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2012","2012",53.5532264709473,,
"SVK","Slovak Republic","INDUSTRY","Industry","5","Above EUR 5 per tonne of CO2","IN","Including emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2015","2015",53.703067779541,,
"SVK","Slovak Republic","INDUSTRY","Industry","5","Above EUR 5 per tonne of CO2","IN","Including emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2018","2018",54.8312568664551,,
"SVK","Slovak Republic","AGRIFISH","Agriculture & fisheries","5","Above EUR 5 per tonne of CO2","IN","Including emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2012","2012",82.2227878570556,,
"SVK","Slovak Republic","AGRIFISH","Agriculture & fisheries","5","Above EUR 5 per tonne of CO2","IN","Including emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2015","2015",70.9453086853027,,
"SVK","Slovak Republic","AGRIFISH","Agriculture & fisheries","5","Above EUR 5 per tonne of CO2","IN","Including emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2018","2018",72.6894779205322,,
"SVK","Slovak Republic","RESCOM","Residential & commercial","5","Above EUR 5 per tonne of CO2","IN","Including emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2012","2012",82.5877895355225,,
"SVK","Slovak Republic","RESCOM","Residential & commercial","5","Above EUR 5 per tonne of CO2","IN","Including emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2015","2015",84.3460073471069,,
"SVK","Slovak Republic","RESCOM","Residential & commercial","5","Above EUR 5 per tonne of CO2","IN","Including emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2018","2018",82.2291660308838,,
"SVK","Slovak Republic","ELEC","Electricity","5","Above EUR 5 per tonne of CO2","IN","Including emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2012","2012",90.4236278533936,,
"SVK","Slovak Republic","ELEC","Electricity","5","Above EUR 5 per tonne of CO2","IN","Including emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2015","2015",85.2275276184082,,
"SVK","Slovak Republic","ELEC","Electricity","5","Above EUR 5 per tonne of CO2","IN","Including emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2018","2018",83.0662326812744,,
"SVK","Slovak Republic","ALL","All sectors","30","Above EUR 30 per tonne of CO2","IN","Including emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2012","2012",31.9760208129883,,
"SVK","Slovak Republic","ALL","All sectors","30","Above EUR 30 per tonne of CO2","IN","Including emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2015","2015",26.9453353881836,,
"SVK","Slovak Republic","ALL","All sectors","30","Above EUR 30 per tonne of CO2","IN","Including emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2018","2018",27.7632904052734,,
"SVK","Slovak Republic","ROAD","Road","30","Above EUR 30 per tonne of CO2","IN","Including emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2012","2012",95.6350083351135,,
"SVK","Slovak Republic","ROAD","Road","30","Above EUR 30 per tonne of CO2","IN","Including emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2015","2015",92.9813652038574,,
"SVK","Slovak Republic","ROAD","Road","30","Above EUR 30 per tonne of CO2","IN","Including emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2018","2018",100,,
"SVK","Slovak Republic","OFFROAD","Off-road","30","Above EUR 30 per tonne of CO2","IN","Including emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2012","2012",100,,
"SVK","Slovak Republic","OFFROAD","Off-road","30","Above EUR 30 per tonne of CO2","IN","Including emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2015","2015",100,,
"SVK","Slovak Republic","OFFROAD","Off-road","30","Above EUR 30 per tonne of CO2","IN","Including emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2018","2018",100,,
"SVK","Slovak Republic","INDUSTRY","Industry","30","Above EUR 30 per tonne of CO2","IN","Including emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2012","2012",19.7443389892578,,
"SVK","Slovak Republic","INDUSTRY","Industry","30","Above EUR 30 per tonne of CO2","IN","Including emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2015","2015",12.9481735229492,,
"SVK","Slovak Republic","INDUSTRY","Industry","30","Above EUR 30 per tonne of CO2","IN","Including emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2018","2018",12.7690582275391,,
"SVK","Slovak Republic","AGRIFISH","Agriculture & fisheries","30","Above EUR 30 per tonne of CO2","IN","Including emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2012","2012",81.5805644989014,,
"SVK","Slovak Republic","AGRIFISH","Agriculture & fisheries","30","Above EUR 30 per tonne of CO2","IN","Including emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2015","2015",70.6419773101806,,
"SVK","Slovak Republic","AGRIFISH","Agriculture & fisheries","30","Above EUR 30 per tonne of CO2","IN","Including emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2018","2018",72.6894779205322,,
"SVK","Slovak Republic","RESCOM","Residential & commercial","30","Above EUR 30 per tonne of CO2","IN","Including emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2012","2012",30.7020797729492,,
"SVK","Slovak Republic","RESCOM","Residential & commercial","30","Above EUR 30 per tonne of CO2","IN","Including emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2015","2015",27.9468688964844,,
"SVK","Slovak Republic","RESCOM","Residential & commercial","30","Above EUR 30 per tonne of CO2","IN","Including emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2018","2018",0.137168884277344,,
"SVK","Slovak Republic","ELEC","Electricity","30","Above EUR 30 per tonne of CO2","IN","Including emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2012","2012",0,,
"SVK","Slovak Republic","ELEC","Electricity","30","Above EUR 30 per tonne of CO2","IN","Including emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2015","2015",0,,
"SVK","Slovak Republic","ELEC","Electricity","30","Above EUR 30 per tonne of CO2","IN","Including emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2018","2018",0,,
"SVK","Slovak Republic","ALL","All sectors","60","Above EUR 60 per tonne of CO2","IN","Including emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2012","2012",15.9816741943359,,
"SVK","Slovak Republic","ALL","All sectors","60","Above EUR 60 per tonne of CO2","IN","Including emissions from the combustion of biomass","SEP","Share of emissions priced, in percent","2015","2015",15.5337600708008,,
